3332	24550.766
3342	21722.545
3352	20165.686
3362	19070.215
3372	18252.076
3382	17606.244
3392	17076.854
3402	16631.863
3412	16251.287
3422	15927.029
3432	15648.834
3442	15407.245
3452	15194.184
3462	15007.148
3472	14843.243
3482	14694.071
3492	14552.49
3502	14417.352
3512	14288.33
3522	14165.365
3532	14048.716
3542	13936.49
3552	13827.738
3562	13722.618
3572	13621.717
3582	13523.817
3592	13428.032
3602	13335.188
3612	13244.677
3622	13155.725
3632	13068.88
3642	12983.627
3652	12079.506
3662	11163.639
3672	10410.6
3682	9772.1064
3692	9218.6543
3702	8733.0908
3712	8307.4902
3722	7932.8379
3732	7601.9629
3742	7308.5879
3752	7046.8755
3762	6811.7412
3772	6599.248
3782	6406.1343
3792	6228.0586
3802	6057.9556
3812	5898.8389
3822	5751.6382
3832	5612.6055
3842	5481.2646
3852	5357.043
3862	5239.4834
3872	5128.0537
3882	5022.2871
3892	4921.4229
3902	4825.2275
3912	4734.4336
3922	4646.7998
3932	4562.9106
3942	4482.6924
3952	4406.1885
3962	4333.0518
3972	4263.311
3982	4196.5239
3992	4132.6445
4002	4071.7495
4012	4013.4292
4022	3957.7034
4032	3904.533
4042	3853.5061
4052	3804.2832
4062	3756.8794
4072	3711.1235
4082	3667.6311
4092	3625.1982
4102	3584.2563
4112	3544.6853
4122	3506.4272
4132	3469.4119
4142	3433.6941
4152	3399.218
4162	3365.9253
4172	3333.769
4182	3302.5781
4192	3272.4053
4202	3243.1609
4212	3214.6218
4222	3186.8672
4232	3159.9863
4242	3134.0081
4252	3108.8015
4262	3084.301
4272	3060.6421
4282	3037.6887
4292	3015.3516
4302	2993.7466
4312	2972.8462
4322	2952.6157
4332	2932.9438
4342	2913.7976
4352	2895.2014
4362	2877.1113
4372	2859.5352
4382	2842.52
4392	2825.9314
4402	2809.6462
4412	2793.6277
4422	2777.9299
4432	2762.4922
4442	2747.3069
4452	2732.3674
4462	2717.6558
4472	2703.1423
4482	2688.7988
4492	2674.6453
4502	2660.7078
4512	2646.9868
4522	2633.4941
4532	2620.2285
4542	2607.0393
4552	2593.6833
4562	2581.5613
4572	2568.7959
4582	2555.4209
4592	2543.1306
4602	2530.6018
4612	2518.7737
4622	2507.9636
4632	2494.5732
4642	2485.2085
4652	2477.5383
4662	2471.4111
4672	2450.8599
4682	2446.4304
4692	2429.7502
4702	2453.8713
4712	2405.354
4722	2397.1028
4732	2387.5046
4742	2376.3799
4752	2369.7749
4762	2360.0291
4772	2354.98
4782	2338.7158
4792	2330.2732
4802	2321.499
4812	2312.9956
4822	2304.0742
4832	2295.3096
4842	2286.7205
4852	2278.2505
4862	2269.9041
4872	2261.6646
4882	2253.5444
4892	2245.5034
4902	2237.583
4912	2229.7876
4922	2222.0825
4932	2214.4539
4942	2206.8926
4952	2199.3926
4962	2191.9712
4972	2184.623
4982	2177.3501
4992	2170.554
5002	2163.0061
5012	2154.5942
5022	2148.6431
5032	2141.2209
5042	2152.9846
5052	2125.7014
5062	2120.2236
5072	2113.4661
5082	2107.0691
5092	2104.3059
5102	2093.551
5112	2087.0696
5122	2080.4504
5132	2074.1797
5142	2068.8252
5152	2061.7781
5162	2055.4133
5172	2048.4058
5182	2042.0889
5192	2035.5371
5202	2029.4406
5212	2023.3298
5222	2016.7615
5232	2009.8971
5242	2004.2915
5252	1996.6542
5262	1992.8741
5272	1903.2026
5282	1897.9867
5292	1893.2306
5302	1888.7323
5312	1846.2787
5322	1845.6896
5332	1845.874
5342	1846.4718
5352	1846.9496
5362	1847.265
5372	1847.6072
5382	1847.8213
5392	1848.0217
5402	1848.1626
5412	1848.2092
5422	1848.2179
5432	1848.1708
5442	1848.6331
5452	1868.7648
5462	1835.2107
5472	1832.9747
5482	1848.2626
5492	1839.5992
5502	1836.3291
5512	1840.8757
