0	0
8	4381.314
25	5694.6963
41	7755.6274
56	11426.784
87	17041.324
115	1288.4574
143	12412.652
144	18111.457
146	20234.863
168	19425.09
176	21737.98
201	23302.193
202	24146.375
207	22554.268
220	22481.164
229	22829.002
230	25758.436
237	23287.736
252	22314.598
268	26252.033
297	24676.58
298	23227.23
299	24768.943
316	25209.936
326	25599.438
329	25451.592
341	21875.996
345	0
360	22033.197
390	29204.506
414	24159.93
421	23957.295
424	22567.725
439	25345.758
441	25787.17
452	27033.455
475	27283.473
480	23866.484
484	23916.771
502	25089.883
505	25727.285
507	26236.955
511	26064.416
541	28198.148
544	28410.676
545	27623.406
557	25864.379
560	25415.545
561	26411.824
572	25465.615
593	24040.143
602	23220.475
616	22126.318
633	25819.533
637	26195.078
662	26064.445
664	27816.945
666	25732.293
684	26365.859
685	28522.354
694	20042.234
696	29673.295
697	28238.988
706	26691.902
709	27236.453
725	20892.145
733	0
734	5987.6323
737	23001.746
755	23826.934
786	30528.01
817	27616.826
846	29056.219
847	32255.486
848	32212.115
877	27854.803
907	19999.098
932	30525.266
938	29770.65
946	29621.215
967	32322.063
968	28215.271
999	32411.631
1000	33682.063
1001	23663.365
1018	32174.439
1024	23662.025
1025	22853.223
1030	31318.725
1038	36621.566
1039	30513.016
1050	34291.633
1051	21716.729
1060	31618.855
1091	36372.633
1121	35374.816
1152	33918.387
1183	31211.355
1211	33038.004
1242	33734.254
1272	34284.129
1302	32451.258
1303	34263.066
1308	34334.254
1309	23086.049
1320	30828.873
1321	26960.98
1333	29897.057
1334	19430.174
1335	18870.033
1347	27353.303
1348	31224.877
1362	27993.459
1364	31221.766
1373	27919.891
1379	27980.205
1395	27164.869
1404	29028.838
1425	17095.416
1456	33395.934
1486	30188.773
1514	30653.297
1517	31317.031
1548	25134.232
1559	27906.314
1560	23752.682
1576	26671.404
1607	23823.82
1637	26672.088
1668	26533.875
1698	22478.686
1705	22119.512
1708	23292.506
1712	23047.559
1729	24032.994
1742	21978.324
1760	24931.457
1761	26197.889
1774	24031.043
1790	21442.375
1796	19202.775
1803	16789.094
1821	19716.338
1836	16502.26
1851	20431.441
1874	19685.061
1882	20527.701
1883	23656.855
1893	24480.793
1901	23959.113
1913	19750.869
1926	20403.244
1941	17470.787
1946	20539.793
1947	20563.832
1972	24684.584
2002	18413.779
2033	21191.961
2035	20330.633
2063	19350.74
2072	17161.623
2094	19442.072
2103	19266.576
2105	20082.793
2125	18676.787
2126	18967.195
2134	19111.615
2136	19272.506
2137	18945.492
2140	17161.932
2155	16497.527
2177	20691.918
2186	21408.74
2203	19802.121
2216	20359.586
2223	19732.357
2224	18121.258
2233	16981.84
2247	19292.418
2265	18846.916
2266	15498.42
2278	18698.4
2307	17045.086
2338	16541.432
2368	15516.927
2399	14856.739
2429	14892.068
2431	16028.412
2453	15032.509
2460	17370.307
2474	15487.293
2475	16054.926
2491	5436.4121
2510	7486.2896
2521	17220.459
2552	15959.816
2582	12341.883
2613	11196.734
2624	11675.563
2638	10478.92
2644	11393.496
2672	11110.664
2694	12177.166
2695	11936.238
2703	11599.09
2726	10938.83
2733	10944.279
2764	11581.784
2765	11613.172
2789	11429.911
2794	10603.645
2803	11109.992
2809	10203.607
2822	9016.5586
2825	8659.4375
2827	8701.8457
2828	9172.0869
2856	9479.5547
2869	9418.9453
2886	9157.127
2917	9085.2764
2947	7001.8735
2948	8052.5781
2976	6700.8911
2978	5288.228
2995	5534.5801
3009	10112.279
3032	13068.559
3037	12044.659
3068	15634.167
3092	15931.823
3098	15400.161
3129	14359.156
3159	13161.509
3190	12198.663
3204	11989.714
3205	12863.836
3221	11836.087
3234	11100.798
3251	10103.991
3260	9159.2559
3265	9156.5137
3282	8211.4355
3290	7433.2334
3292	8154.752
3298	8097.4341
3312	7614.0698
3322	30273.551
